"","facility_name","facility_type_display","maternal_health_delivery_services","emergency_transport","skilled_birth_attendant","num_chews_fulltime","phcn_electricity","c_section_yn","child_health_measles_immun_calc","num_nurses_fulltime","num_nursemidwives_fulltime","num_doctors_fulltime","date_of_survey","facility_id","community","ward","management","improved_water_supply","improved_sanitation","vaccines_fridge_freezer","antenatal_care_yn","family_planning_yn","malaria_treatment_artemisinin","sector","formhub_photo_id","gps","survey_id","state","lga","new","another","latitude","longitude"
"675","Saminaka Basic Health Clininc","Clinic",TRUE,TRUE,TRUE,7,FALSE,FALSE,TRUE,0,4,0,"2012-07-13","PFYGC","Saminaka","Birninmaza Tashibo","public",TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,"health","1342180781887.jpg","9.113089442253113 6.755958795547485 333.0 4.0","90ccad5b-fa3a-41f6-beac-8bd0ddc7228d","niger","lapai",NA,NA,9.11308944225311,6.75595879554749
"676","Primary Health Care Centre","Clinic",TRUE,TRUE,FALSE,5,FALSE,FALSE,TRUE,NA,0,NA,"2012-07-13","PYYNG","Kpda","Evuti/Kpda","public",TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,"health","1342170035502.jpg","8.625930547714233 6.677750945091248 206.0 4.0","49c79b36-ee5a-48ee-81f5-0725e646ce83","niger","lapai",NA,NA,8.62593054771423,6.67775094509125
"677","Primary Health Clinic","Clinic",TRUE,FALSE,TRUE,2,FALSE,FALSE,TRUE,0,2,0,"2012-07-12","OHPFN","Emirokokpa","Gupa/Abugi","public",FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,"health","1342082351416.jpg","8.378292918205261 6.758807301521301 175.0 4.0","a208fd2a-6e0d-447a-99b9-a71280defd50","niger","lapai",NA,NA,8.37829291820526,6.7588073015213
"678","Kpabisan Health Clinic","Clinic",TRUE,TRUE,FALSE,1,FALSE,FALSE,TRUE,0,0,0,"2012-07-14","YOOXJ","Kpabisan","Takuti/Shaku","public",FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,"health","1342288694574.jpg","9.130899310112 6.578342914581299 300.0 4.0","df3f43eb-b1cd-4918-a57c-1d391da164e5","niger","lapai",NA,NA,9.130899310112,6.5783429145813
"679","Takalafia Health Clinic","Clinic",TRUE,TRUE,FALSE,2,FALSE,FALSE,TRUE,0,0,0,"2012-07-12","FRASS","Takalafia","GABAS/KUDU","public",FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,"health","1342113555153.jpg","9.05747652053833 6.6250938177108765 233.0 4.0","9e70d385-8fa2-4346-b530-072af7ba7764","niger","lapai",NA,NA,9.05747652053833,6.62509381771088
"680","Chepa health clinic","Clinic",TRUE,FALSE,FALSE,1,FALSE,FALSE,TRUE,0,0,0,"2012-07-11","BOHEQ","Chepa","Gupa/Abugi","public",TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,"health","1341997810379.jpg","8.371635675430298 6.676077246665955 111.0 4.0","cb5c655c-af09-475a-9c2d-e50b06fafe77","niger","lapai",NA,NA,8.3716356754303,6.67607724666595
"681","Ceto Primary Health Care","Clinic",TRUE,TRUE,TRUE,2,NA,FALSE,NA,0,0,1,"2012-05-27","BCEXY","Dusai","Kulbin Boka",NA,NA,FALSE,NA,FALSE,TRUE,TRUE,"health","1338113329312.jpg","10.621751546859741 5.43573796749115 354.0 3.0","c16e0851-fe1b-456d-980e-b8fa21dec267","niger","mariga",NA,NA,10.6217515468597,5.43573796749115
"682","Basic Health Facility","Clinic",TRUE,FALSE,FALSE,5,FALSE,FALSE,FALSE,NA,0,NA,"2012-05-26","RPUZC","Dukku","Dukku","public",FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,"health","1338044474677.jpg","11.2352854013443 4.9053955078125 272.0 4.0","1a39e0ad-4755-4a0f-b8ab-456b99dc3946","niger","rijau",NA,NA,11.2352854013443,4.9053955078125
"683","HEALTH POST","Health Post",TRUE,TRUE,FALSE,1,FALSE,FALSE,TRUE,0,0,0,"2014-04-15","HTEUF","GAWA","EVUTI","public",FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,"health","1396877243301.jpg","8.45631782 6.64910742 141.10000610351563 5.0","59c486f8-78d0-45b2-831f-a8ba7c1b91f1","niger","lapai",NA,NA,8.45631782,6.64910742
"684","MCH LAPAI","Primary Health Center",TRUE,TRUE,TRUE,8,TRUE,FALSE,TRUE,0,1,0,"2012-07-14","CVARN","Gabas","Gabas/Kudu","public",TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,"health","1342267750643.jpg","9.03824508190155 6.569368243217468 178.0 3.0","1fb44ce8-5b77-4c41-a166-c4ce55e416a6","niger","lapai",NA,NA,9.03824508190155,6.56936824321747
"685","Wando dispensary","Health Post",TRUE,FALSE,FALSE,2,TRUE,FALSE,TRUE,0,0,0,"2012-05-29","JEHZU","Wando","Kura","public",FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,"health","1338301915352.jpg","10.28343915939331 5.077609419822693 274.0 4.0","e7430418-f02a-445f-8901-33ba4583e46e","niger","magama",NA,NA,10.2834391593933,5.07760941982269
"686","Victory Hospital","District / General Hospital",TRUE,TRUE,TRUE,0,NA,TRUE,NA,0,0,1,"2012-09-07","ABNSN","Angwan Hausawa","Wuse East",NA,NA,FALSE,NA,TRUE,TRUE,TRUE,"health","1347019872215.jpg","9.30850429 7.23870911 534.7999877929688 5.0","6d5ddaf5-23b7-4643-b68b-a8aa727cecc5","niger","tafa",NA,NA,9.30850429,7.23870911
"687","HEALTH POST","Health Post",FALSE,FALSE,FALSE,2,TRUE,FALSE,TRUE,0,0,0,"2014-04-25","HWQBB","GARIN GABAS","GUNNA WARD","public",FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,"health","1396791998445.jpg","9.902876666666666 6.120083333333334 257.9 3.4","bdfa8140-e385-47f0-8163-7afde506abce","niger","rafi",NA,NA,9.90287666666667,6.12008333333333
"688","health post","Health Post",TRUE,FALSE,FALSE,0,NA,FALSE,NA,0,0,0,"2012-05-26","WOGSH","tantiti","mashegu",NA,NA,FALSE,NA,FALSE,TRUE,FALSE,"health","1338025998643.jpg","9.815329313278198 5.629270076751709 242.0 4.0","187946d5-3990-42c1-9790-684df6893857","niger","mashegu",NA,NA,9.8153293132782,5.62927007675171
"689","health post","Health Post",TRUE,FALSE,FALSE,0,NA,FALSE,NA,0,0,0,"2012-05-26","AGTSH","dogonhawa","mashegu",NA,NA,FALSE,NA,TRUE,TRUE,TRUE,"health","1338028328486.jpg","9.853813648223877 5.686905384063721 321.0 4.0","69b7df82-f99c-4a80-9168-3f97cbe79ac0","niger","mashegu",NA,NA,9.85381364822388,5.68690538406372
"690","PHCD","Primary Health Center",TRUE,FALSE,FALSE,1,FALSE,FALSE,TRUE,0,0,0,"2012-05-27","ITKUD","Obeton Kare","Babban","public",FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,"health","1338125455092.jpg","10.24248719215393 5.129166841506958 298.0 4.0","3c803f07-0840-44d4-a8d7-77cb956abe36","niger","mashegu",NA,NA,10.2424871921539,5.12916684150696
"691","PHC DUKUN","Clinic",TRUE,FALSE,FALSE,2,FALSE,FALSE,TRUE,0,0,0,"2011-12-13","SEWHJ","Dukun","Jaagi ","public",FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,"health","1323785670423.jpg","9.155495166778564 5.171486735343933 97.0 4.0","b0bde07f-9805-4d33-869a-5acd8f0489fc","niger","mokwa",NA,NA,9.15549516677856,5.17148673534393
"692","DZOWU HEALTH POST","Health Post",TRUE,FALSE,FALSE,3,FALSE,FALSE,TRUE,0,0,0,"2014-04-29","HYXXD","DZOWU","DOKO","public",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"health","1357093834135.jpg","8.895241666666667 5.917138333333332 82.9 4.9","b4ab3997-2027-4bda-90e8-f85b66395d9d","niger","lavun",NA,NA,8.89524166666667,5.91713833333333
"693","Health post","Health Post",TRUE,FALSE,FALSE,2,FALSE,FALSE,TRUE,0,0,0,"2014-04-16","HFYIJ","Inkwai","Inkwai","public",FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,"health","1397044600098.jpg","10.272738333333333 6.029051666666667 217.7 4.5","40aba615-097b-4761-84d8-9af8b4d20cb1","niger","mariga",NA,NA,10.2727383333333,6.02905166666667
"694","Siza memorial health center and maternity","Primary Health Center",TRUE,TRUE,FALSE,5,NA,FALSE,NA,0,0,0,"2012-09-07","RITHC","Garam","Garam",NA,NA,FALSE,NA,FALSE,TRUE,TRUE,"health","1347028002215.jpg","9.319362044334412 7.3460447788238525 575.0 4.0","5b1c915d-c5cf-4e64-b5cd-62325f84fbb6","niger","tafa",NA,NA,9.31936204433441,7.34604477882385
"695","Health post","Health Post",TRUE,FALSE,TRUE,1,FALSE,FALSE,FALSE,1,0,0,"2012-05-27","RVWLC","Duche Magaji","mashegu","public",FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,"health","1338122366270.jpg","10.11863887310028 5.396894216537476 340.0 4.0","e7d8cf1a-f469-402b-95b5-e8224962de10","niger","mashegu",NA,NA,10.1186388731003,5.39689421653748
"696","PHC Clinic Pandogari","Primary Health Center",TRUE,TRUE,TRUE,2,NA,TRUE,NA,1,1,2,"2012-09-10","UCOHL","Pandogari","Kongoma",NA,NA,FALSE,NA,TRUE,TRUE,TRUE,"health","1347282978208.jpg","10.412324666976929 6.398672461509705 448.0 4.0","8f874eaf-ca19-4ddb-920d-d4240e9be495","niger","rafi",NA,NA,10.4123246669769,6.3986724615097
"697","Health Post","Health Post",FALSE,FALSE,FALSE,1,FALSE,FALSE,FALSE,0,0,0,"2011-05-12","BUZPH","Girin","Akare","public",FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,"health","1305317238243.jpg","9.648324251174927 5.884208679199219 111.0 4.0","109086e2605992ac8f9ea1d5f00f0e90","niger","wushishi",NA,NA,9.64832425117493,5.88420867919922
"698","Masaha Clinic","Clinic",TRUE,FALSE,FALSE,2,FALSE,FALSE,TRUE,0,0,0,"2012-05-29","EEWDC","Masaha","Madara","public",FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,"health","1338284912085.jpg","10.296018719673157 5.472081899642944 301.0 2.0","65083d1f-bcd1-4a44-978a-1645273e8dad","niger","kontagora",NA,NA,10.2960187196732,5.47208189964294
"699","NISSI","Health Post",FALSE,TRUE,TRUE,2,NA,FALSE,NA,0,1,1,"2012-05-26","BULLC","Tudun Wada","Gabas",NA,NA,FALSE,NA,TRUE,FALSE,TRUE,"health","1338058840974.jpg","10.399369597434998 5.4777199029922485 366.0 4.0","0aaecef0-63a3-4ead-bc64-be609a9f3b5d","niger","kontagora",NA,NA,10.399369597435,5.47771990299225
"700","Ubandom PHCC","Clinic",TRUE,FALSE,FALSE,6,TRUE,FALSE,TRUE,NA,0,NA,"2012-05-27","EAQRV","Ubandom","Magajiya","public",FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,"health","1338109360571.jpg","10.408623218536377 5.475981831550598 340.0 4.0","19ec231b-50b7-4b2c-94cd-243ee358d082","niger","kontagora",NA,NA,10.4086232185364,5.4759818315506
"701","Lafiya","District / General Hospital",TRUE,TRUE,TRUE,9,NA,TRUE,NA,1,1,1,"2012-05-26","HPWXU","Nasarawa Sardauna","Gabas",NA,NA,FALSE,NA,TRUE,TRUE,TRUE,"health","1338057142008.jpg","10.405334830284119 5.483143329620361 360.0 4.0","e8cf4c11-ec0b-42b0-b5ad-9df82879c706","niger","kontagora",NA,NA,10.4053348302841,5.48314332962036
"702","General Hospital","District / General Hospital",TRUE,TRUE,TRUE,0,TRUE,TRUE,TRUE,NA,3,7,"2012-05-30","SHVZE","General Hospilal","Kudu","public",TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,"health","1338365281728.jpg","10.399219393730164 5.448414087295532 355.0 6.0","05e54366-30dd-44ed-8f6e-6c02645322af","niger","kontagora",NA,NA,10.3992193937302,5.44841408729553
"703","Masuga PHCC","Clinic",FALSE,FALSE,FALSE,2,TRUE,FALSE,TRUE,0,0,0,"2012-05-29","UFWWC","Masuga","Masuga","public",TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,"health","1338280333025.jpg","10.47088201 5.47968001 402.6000061035156 5.0","6cea6e73-ecc3-475d-a4ea-0e26da9ddf66","niger","kontagora",NA,NA,10.47088201,5.47968001
"704","MDGs Rijiyan Daji PHCC","Clinic",TRUE,FALSE,FALSE,2,FALSE,FALSE,TRUE,0,0,0,"2012-05-28","MZIWZ","Rijiyan Daji","Usalle","public",FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,"health","1338195015913.jpg","10.35233803 5.60706521 367.29998779296875 5.0","36d8298c-2a65-4792-96b8-0ef52e8f4c2c","niger","kontagora",NA,NA,10.35233803,5.60706521
"705","p h c tunganwawa","Clinic",TRUE,FALSE,FALSE,2,TRUE,FALSE,TRUE,0,0,0,"2012-05-29","CMDOX","tunganwawa","tunganwawa","public",FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,"health","1338280106769.jpg","10.333601832389832 5.40178120136261 363.0 4.0","7902861e-5e86-4ac9-8f9e-1350baba2a96","niger","kontagora",NA,NA,10.3336018323898,5.40178120136261
"706",NA,"Primary Health Center",TRUE,TRUE,TRUE,4,NA,TRUE,NA,0,0,1,"2012-05-26","VTNEM","nasarawa","Kudu",NA,NA,FALSE,NA,TRUE,TRUE,TRUE,"health","1338022266606.jpg","10.389123558998108 5.47293484210968 332.0 6.0","b4f29ead-f289-4bad-a401-8542edf85941","niger","kontagora",NA,NA,10.3891235589981,5.47293484210968
"707","Asibitin dori","Clinic",FALSE,FALSE,FALSE,0,NA,FALSE,NA,0,0,0,"2012-05-28","WBBOM","Rafin gora","Rafin gora",NA,NA,FALSE,NA,FALSE,FALSE,FALSE,"health","1338201063282.jpg","10.2847158908844 5.388815402984619 350.0 4.0","bc66f2b9-25a6-488c-b350-905efb92e6ae","niger","kontagora",NA,NA,10.2847158908844,5.38881540298462
"708","Community Health Post Matseri","Health Post",FALSE,FALSE,FALSE,1,TRUE,FALSE,TRUE,0,0,0,"2014-04-14","LRXFQ","Matseri","Tegina west/Kwana","public",FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,"health","1396788782471.jpg","10.118921666666667 6.1060316666666665 281.6 4.8","fb06c9ff-b73e-4c2f-8c5b-e0586b527244","niger","rafi",NA,NA,10.1189216666667,6.10603166666667
"709","H/C Kusoyachaain Bana","Clinic",FALSE,FALSE,FALSE,4,TRUE,FALSE,FALSE,0,0,0,"2011-05-18","XFBHR","Kusotachachin","Kusotachi","public",TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,"health","1305723955120.jpg","9.076230525970459 6.077890992164612 113.0 4.0","5c680ddc14c68316dc301d05a350c2a2","niger","lavun",NA,NA,9.07623052597046,6.07789099216461
"710","katagbegbedna p h c","Clinic",FALSE,FALSE,FALSE,1,FALSE,FALSE,FALSE,0,0,0,"2011-05-12","FOSFG","Katagbegbdna","Guni","public",FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,"health","1305198130139.jpg","9.851136803627014 6.965203285217285 432.0 4.0","828208ec40345c0341dbcf57da6f3c02","niger","munya",NA,NA,9.85113680362701,6.96520328521729
"711","DIVINE MEDICAL CENTRE","Primary Health Centre (PHC)",TRUE,FALSE,TRUE,0,TRUE,FALSE,TRUE,2,0,1,"2014-04-19","HTBHL","GAURAKA","ZUMA WEST","private",FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,"health","1396882149557.jpg","9.182311666666667 7.2187850000000005 482.3 4.9","44e218f4-f4d5-4d95-88ca-747d0e217ae3","niger","tafa",NA,NA,9.18231166666667,7.218785
"712","Anfani primary health care","Health Post",TRUE,TRUE,TRUE,2,TRUE,FALSE,FALSE,2,1,1,"2014-04-19","HNUAB","Lambata market","Lambata","private",FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,"health","1397136028199.jpg","9.280428333333333 6.994646666666667 294.9 4.1","8cceb3ff-ea05-4e4c-b84a-0ac33ffb0ae8","niger","gurara",NA,NA,9.28042833333333,6.99464666666667
"713","Kapako Health Clinic","Clinic",TRUE,TRUE,FALSE,1,FALSE,FALSE,TRUE,0,0,0,"2012-07-12","JBIYZ","Kapako","Duma/Zago","public",TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,"health","1342094103852.jpg","8.81504237651825 6.764262914657593 164.0 4.0","b8e6e5c6-8a83-48ae-b6f8-a6cf1c59a6a2","niger","lapai",NA,NA,8.81504237651825,6.76426291465759
"714","mdg clinic .kuchi","Clinic",FALSE,FALSE,FALSE,3,FALSE,FALSE,TRUE,0,0,0,"2011-05-14","VCTQE","Haiyin Dogo","Kuchi","public",FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,"health","1305369016852.jpg","9.935234785079956 7.020129561424255 463.0 4.0","fed65fd0bdda06e323e2a06f776729e6","niger","munya",NA,NA,9.93523478507996,7.02012956142426
"715",NA,"Health Post",FALSE,FALSE,FALSE,0,FALSE,FALSE,FALSE,0,0,0,"2012-07-13","DGEMK","Ewugi","Gulu","public",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"health","1342186985232.jpg","8.6200350522995 6.616398096084595 173.0 4.0","14e57abd-dd9a-4e6f-969a-5130a7789e61","niger","lapai",NA,NA,8.6200350522995,6.61639809608459
"716","Unguwan Karbau Dispensary","Health Post",FALSE,FALSE,FALSE,2,FALSE,FALSE,TRUE,0,0,0,"2012-05-26","SYFNT","Unguwan Karbau","Kumbashi","public",TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,"health","1338040864104.jpg","10.864303708076477 5.731172561645508 427.0 4.0","045f7abb-3573-453a-967e-846e392b7870","niger","mariga",NA,NA,10.8643037080765,5.73117256164551
"717","Dispensary","Health Post",FALSE,FALSE,FALSE,2,FALSE,FALSE,FALSE,NA,0,NA,"2012-05-26","MIOVS","Maje","Anaba","public",FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,"health","1338045184495.jpg","10.511019229888916 5.062841176986694 324.0 4.0","0fb00b36-d604-4dda-b0c4-96d87e260a9e","niger","magama",NA,NA,10.5110192298889,5.06284117698669
"718","Jabukin Kasa Dispensary","Health Post",FALSE,FALSE,FALSE,1,FALSE,FALSE,TRUE,0,0,0,"2012-09-12","ZYJTK","Jabukin Kasa","Gurmana","public",FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,"health","1347445566539.jpg","10.06424203 6.73441252 299.0 5.0","72466c9e-8e3b-4a29-ae1c-d3b812b8754b","niger","shiroro",NA,NA,10.06424203,6.73441252
"719","Health Clinic","Clinic",FALSE,FALSE,FALSE,1,FALSE,FALSE,TRUE,0,0,0,"2011-05-12","JUSBX","Batagi Ndace","Manbe","public",TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,"health","1305193052546.jpg","8.867758512496948 5.959498286247253 80.0 4.0","66e53e0bfad99c9a546974418d8782dc","niger","lavun",NA,NA,8.86775851249695,5.95949828624725
"720","BHC","Clinic",TRUE,FALSE,FALSE,4,FALSE,FALSE,FALSE,0,0,0,"2012-05-26","MFZDZ","WARARI","WARARI","public",TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,"health","1338026594562.jpg","10.926219820976257 5.318230390548706 332.0 4.0","bdcac2c3-e360-4bee-9a8c-bfd89c3504d6","niger","rijau",NA,NA,10.9262198209763,5.31823039054871
"721","Makun Sidi Primary Health Care","Clinic",FALSE,FALSE,FALSE,1,FALSE,FALSE,TRUE,0,0,0,"2011-05-13","VYGVY","Makun Sidi","Kodo","public",FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,"health","1305285195304.jpg","9.57484245300293 6.14534854888916 145.0 4.0","51d87f0743ca56affb5b270ca36793f9","niger","wushishi",NA,NA,9.57484245300293,6.14534854888916
"722","Dogon Dawa Dispensary","Health Post",TRUE,FALSE,FALSE,1,FALSE,FALSE,TRUE,0,0,0,"2012-05-30","SUAHE","Dogo Dawa","Kotonkoro","public",TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,"health","1338391520158.jpg","10.871175527572632 6.1108070611953735 452.0 4.0","f218cd0b-94a1-4f82-ba49-e186976818d8","niger","mariga",NA,NA,10.8711755275726,6.11080706119537
"723","Tashibo Health Clinic","Clinic",TRUE,TRUE,FALSE,1,FALSE,FALSE,TRUE,0,0,0,"2012-07-12","SGWBI","Tashibo","Birninmaza Tashibo","public",TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,"health","1342103613538.jpg","8.994466066360474 6.715511083602905 208.0 4.0","cd67c627-0196-4267-82d2-09d3c640927a","niger","lapai",NA,NA,8.99446606636047,6.71551108360291
"724","Health Post Anguwa Bamaiyi","Health Post",TRUE,FALSE,FALSE,1,NA,FALSE,NA,0,0,0,"2012-09-07","OVLUA","Bamaiyi","Kundu",NA,NA,FALSE,NA,FALSE,FALSE,FALSE,"health","1347037541464.jpg","9.790771007537842 5.9832680225372314 218.0 4.0","d3f65b15-e3ea-4b51-abff-38d4f67d4b46","niger","rafi",NA,NA,9.79077100753784,5.98326802253723
"725","Robu PHC","Clinic",TRUE,FALSE,FALSE,1,FALSE,FALSE,TRUE,0,0,0,"2012-05-27","XBIHR","Robu","Mazakuka","public",FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,"health","1338129918657.jpg","10.073137879371643 5.161675214767456 243.0 4.0","e2cf5d55-66aa-45d4-91d0-5724f8420c08","niger","mashegu",NA,NA,10.0731378793716,5.16167521476746
"726","Dogon Fadama PH C","Basic Health Centre or Primary Health Clinic",TRUE,TRUE,FALSE,2,FALSE,FALSE,TRUE,0,0,0,"2014-04-13","HSSWS","Dogon Fadama","Masuga","public",TRUE,TRUE,FALSE,TRUE,FALSE,TRUE,"health","1394461601843.jpg","10.556475 5.595385 362.3 4.8","45c277b9-6248-42db-9607-f26056d351a7","niger","kontagora",NA,NA,10.556475,5.595385
"727","Ajata Aboki Dispensary","Primary Health Center",TRUE,FALSE,FALSE,1,FALSE,FALSE,TRUE,0,0,0,"2012-09-12","BGXMU","Ajata Aboki","Gurmana","public",FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,"health","1347443775913.jpg","10.06394569 6.73437017 326.1000061035156 5.0","fa1d000f-ee43-4936-a4c3-be3aee98eb77","niger","shiroro",NA,NA,10.06394569,6.73437017
"728","ATNADU PRIMARY HEALTH CARE CENTRE","Primary Health Centre (PHC)",TRUE,FALSE,TRUE,2,TRUE,FALSE,FALSE,0,1,0,"2014-04-18","HSDQX","DANDAUDU","DANDAUDU","private",TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,"health","1396687653688.jpg","9.658355 6.871080000000001 460.1 4.9","75e9304e-d7c8-498a-be75-345e80e3892a","niger","munya",NA,NA,9.658355,6.87108
"729","PHC (MDGs) knibuyi","Primary Health Centre (PHC)",TRUE,FALSE,FALSE,5,FALSE,FALSE,TRUE,0,0,0,"2014-02-27","HQNFM","Knibuyi","Galkogo","public",FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,"health","1393518205412.jpg","9.60469948 6.51349251 278.0 5.0","80f440b3-a8b9-40dc-89d9-342c4357101e","niger","shiroro",NA,NA,9.60469948,6.51349251
"730","Kanasanagi dispensary","Health Post",TRUE,FALSE,FALSE,2,FALSE,FALSE,TRUE,0,0,0,"2012-07-13","EXJFQ","Kanasanagi","Badeggi","public",FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,"health","1342190447646.jpg","9.110466241836548 6.214066743850708 150.0 4.0","29cc9dbc-703b-4c32-91bf-eb0ee85363b2","niger","katcha",NA,NA,9.11046624183655,6.21406674385071
"731","Ndabissan Health Centre","Primary Health Center",TRUE,FALSE,FALSE,1,FALSE,FALSE,TRUE,0,0,0,"2012-07-11","VQLSG","Ndabissan","Dzwafu","public",TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,"health","1342006044438.jpg","8.97332489490509 6.201916337013245 116.0 2.0","f8672307-0ed9-4bf6-ad69-153afa27ae39","niger","katcha",NA,NA,8.97332489490509,6.20191633701324
"732","p h c","Primary Health Center",FALSE,FALSE,FALSE,3,TRUE,FALSE,TRUE,0,0,0,"2012-07-11","IMQAX","emi rani","sidi saba","public",TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,"health","1342023200840.jpg","8.984895944595337 6.115978360176086 102.0 4.0","9b16dd32-051a-4ba2-8910-543624a9c91f","niger","katcha",NA,NA,8.98489594459534,6.11597836017609
"733","Etsu Yahaya Abubakar Health Center","Primary Health Center",TRUE,FALSE,TRUE,3,FALSE,FALSE,TRUE,2,1,0,"2012-07-15","RMLAJ","Kakakpangi","Bisanti","public",TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,"health","1342344637995.jpg","9.279134273529053 6.194390058517456 135.0 4.0","034c8f5b-e0fb-49cb-b2a2-2e9bd371344a","niger","katcha",NA,NA,9.27913427352905,6.19439005851746
"734","ALIYU PHCC","Primary Health Center",TRUE,FALSE,FALSE,2,NA,TRUE,NA,0,0,0,"2012-09-09","VPUXE","Gwassa(Chikwanya)","Galkogo",NA,NA,FALSE,NA,TRUE,FALSE,FALSE,"health","1347208985445.jpg","10.1655416 6.76651841 350.8999938964844 5.0","e81e19a7-a16b-4f72-a4aa-094341c217c9","niger","shiroro",NA,NA,10.1655416,6.76651841
"735","health center","Primary Health Center",FALSE,FALSE,FALSE,4,TRUE,FALSE,FALSE,0,0,0,"2012-07-12","IECDM","egbanti twaki","sidisaba","public",TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,"health","1342092331978.jpg","9.028460383415222 6.130253076553345 95.0 3.0","a9435663-ba88-4a2a-b317-17b62883b554","niger","katcha",NA,NA,9.02846038341522,6.13025307655334
"736","Halilu Dispensary","Health Post",TRUE,FALSE,FALSE,1,FALSE,FALSE,TRUE,0,0,0,"2012-07-15","YPPYX","Halilu","Bisanti","public",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"health","1342355320678.jpg","9.428372383117676 6.2344783544540405 151.0 4.0","6ef3d6cd-e463-45a2-a09d-57e60d72d0bb","niger","katcha",NA,NA,9.42837238311768,6.23447835445404
"737","Dispensary ","Health Post",TRUE,FALSE,FALSE,1,FALSE,FALSE,TRUE,0,0,0,"2012-07-13","FQRFK","Edotsu","Edotsu","public",TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,"health","1342189153942.jpg","8.807913064956665 6.2961262464523315 129.0 4.0","fcf21bd7-0242-4915-a2b7-8294528799f6","niger","katcha",NA,NA,8.80791306495667,6.29612624645233
"738","p h c","Primary Health Center",FALSE,FALSE,FALSE,1,TRUE,FALSE,TRUE,0,0,0,"2012-07-11","COYDF","sidisaba baba","sidisaba","public",TRUE,FALSE,TRUE,TRUE,TRUE,FALSE,"health","1342015030681.jpg","8.960777521133423 6.142500042915344 144.0 4.0","1c4253f1-840e-4319-a68c-42fff874d14e","niger","katcha",NA,NA,8.96077752113342,6.14250004291534
"739",NA,"Health Post",FALSE,FALSE,FALSE,0,FALSE,FALSE,FALSE,0,0,0,"2012-07-14","CIGAN","Ceceko","Essa","public",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"health","1342271733367.jpg","9.195883870124817 6.229704022407532 100.0 4.0","e2a06a53-3d78-4c62-baaf-43ea740f4989","niger","katcha",NA,NA,9.19588387012482,6.22970402240753
"740","Mawo","Health Post",TRUE,TRUE,TRUE,1,NA,FALSE,NA,1,1,1,"2012-07-15","QAWWQ","Kaka kpanigi","Bisati",NA,NA,FALSE,NA,TRUE,FALSE,TRUE,"health","1342359212497.jpg","9.277653694152832 6.192083358764648 117.0 4.0","3e21cc71-c2bf-4856-9ae0-00f8ad827858","niger","katcha",NA,NA,9.27765369415283,6.19208335876465
